🇨🇳｜央视频道,#genre#
CGTN_法语台,http://www.erbao1981.top:8188/udp/239.76.253.87:9000
CGTN_阿语台,http://www.erbao1981.top:8188/udp/239.76.253.97:9000
CGTN_俄语台,http://www.erbao1981.top:8188/udp/239.76.253.86:9000
凤凰中文频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港频国,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰电影频道,http://117.114.153.18:8180/TV00000000000000000072@HHZT
世界地理频道,http://ha.xushining.com:50000/udp/225.1.2.171:5002
兵器科技频道,http://ha.xushining.com:50000/udp/225.1.2.166:5002
第一剧场频道,http://ha.xushining.com:50000/udp/225.1.2.175:5002
怀旧剧场频道,http://ha.xushining.com:50000/udp/225.1.2.173:5002
风云剧场频道,http://ha.xushining.com:50000/udp/225.1.2.174:5002
风云音乐频道,http://ha.xushining.com:50000/udp/225.1.2.176:5002
风云足球频道,http://ha.xushining.com:50000/udp/225.1.2.168:5002
女性时尚频道,http://ha.xushining.com:50000/udp/225.1.2.172:5002
文化精品频道,http://ha.xushining.com:50000/udp/225.1.2.177:5002
高尔网球频道,http://ha.xushining.com:50000/udp/225.1.2.169:5002
央视台球频道,http://ha.xushining.com:50000/udp/225.1.2.170:5002
电视指南频道,http://ha.xushining.com:50000/udp/225.1.2.167:5002
早期教育频道,http://ha.xushining.com:50000/udp/225.1.2.207:5002
中国教育频道,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=0&cdn=5202
中国教壹频道,http://www.erbao1981.top:8188/udp/239.76.252.192:9000
中国教贰频道,http://www.erbao1981.top:8188/udp/239.76.252.253:9000
中国天气频备,http://www.erbao1981.top:8188/udp/239.76.253.61:9000
中国书画频道,http://www.erbao1981.top:8188/udp/239.76.253.77:9000
中国交通频备,http://www.erbao1981.top:8188/udp/239.76.254.100:9000
Ymg未来频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
CETV1台频道,http://117.161.12.124/live/program/live/zgjy1t8m/8000000/mnf.m3u8
CETV4台频道,http://117.161.12.124/live/program/live/zgjy4hd8m/8000000/mnf.m3u8
五星体育频道,http://117.161.12.124/live/program/live/wxtyhd8m/8000000/mnf.m3u8
劲爆体育频道,http://www.72444165.xyz:5005/itv/bestzb/5000000002000029972
新视觉hd频道,http://120.76.248.139/live/bfgd/4200000249.m3u8
魅力足球频道,http://ha.xushining.com:50000/udp/225.1.1.137:5002
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
动作电影频道,http://ha.xushining.com:50000/udp/225.1.1.215:5002
家庭影院频道,http://ha.xushining.com:50000/udp/225.1.1.213:5002
影迷电影频道,http://ha.xushining.com:50000/udp/225.1.1.214:5002
CCTV-01频道,http://www.erbao1981.top:8188/udp/239.76.253.151:9000
CCTV-02频道,http://www.erbao1981.top:8188/udp/239.76.253.152:9000
CCTV-03频道,http://www.erbao1981.top:8188/udp/239.76.253.153:9000
CCTV-04频道,http://www.erbao1981.top:8188/udp/239.76.253.154:9000
CCTV-05频道,http://www.erbao1981.top:8188/udp/239.76.253.155:9000
CCTV-5+频道,http://www.erbao1981.top:8188/udp/239.76.253.168:9000
CCTV-06频道,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202
CCTV-07频道,http://www.erbao1981.top:8188/udp/239.76.253.157:9000
CCTV-08频道,http://www.erbao1981.top:8188/udp/239.76.253.158:9000
CCTV-09频道,http://www.erbao1981.top:8188/udp/239.76.253.159:9000
CCTV-10频道,http://www.erbao1981.top:8188/udp/239.76.253.160:9000
CCTV-11频道,http://www.erbao1981.top:8188/udp/239.76.245.251:1234
CCTV-12频道,http://www.erbao1981.top:8188/udp/239.76.253.162:9000
CCTV-13频道,http://www.erbao1981.top:8188/udp/239.76.253.93:9000
CCTV-14频道,http://www.erbao1981.top:8188/udp/239.76.253.164:9000
CCTV-15频道,http://www.erbao1981.top:8188/udp/239.76.245.252:1234
CCTV-16频道,http://www.erbao1981.top:8188/udp/239.76.253.98:9000
CCTV-17频道,http://www.erbao1981.top:8188/udp/239.76.245.238:1234
CCTV4欧洲台,http://www.erbao1981.top:8188/udp/239.76.253.95:9000
CCTV4美洲台,http://www.erbao1981.top:8188/udp/239.76.253.96:9000
CGTN_英语台,http://www.erbao1981.top:8188/udp/239.76.252.66:9000
CGTN_纪录台,http://www.erbao1981.top:8188/udp/239.76.252.67:9000
CGTN_西语台,http://www.erbao1981.top:8188/udp/239.76.253.88:9000
CGTN_法语台,http://www.erbao1981.top:8188/udp/239.76.253.87:9000
CGTN_阿语台,http://www.erbao1981.top:8188/udp/239.76.253.97:9000
CGTN_俄语台,http://www.erbao1981.top:8188/udp/239.76.253.86:9000
凤凰中文频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港频国,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰电影频道,http://117.114.153.18:8180/TV00000000000000000072@HHZT
世界地理频道,http://www.erbao1981.top:8188/udp/239.76.254.57:9000
兵器科技频道,http://www.erbao1981.top:8188/udp/239.76.254.59:9000
第一剧场频道,http://www.erbao1981.top:8188/udp/239.76.254.49:9000
怀旧剧场频道,http://www.erbao1981.top:8188/udp/239.76.254.53:9000
风云剧场频道,http://www.erbao1981.top:8188/udp/239.76.254.50:9000
风云音乐频道,http://www.erbao1981.top:8188/udp/239.76.254.51:9000
风云足球频道,http://www.erbao1981.top:8188/udp/239.76.254.52:9000
女性时尚频道,http://www.erbao1981.top:8188/udp/239.76.254.55:9000
文化精品频道,http://www.erbao1981.top:8188/udp/239.76.254.56:9000
高尔网球频道,http://www.erbao1981.top:8188/udp/239.76.254.62:9000
央视台球频道,http://www.erbao1981.top:8188/udp/239.76.254.58:9000
电视指南频道,http://www.erbao1981.top:8188/udp/239.76.254.61:9000
早期教育频道,http://www.erbao1981.top:8188/udp/239.76.254.202:9000
中国教育频道,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=0&cdn=5202
中国教壹频道,http://www.erbao1981.top:8188/udp/239.76.252.192:9000
中国教贰频道,http://www.erbao1981.top:8188/udp/239.76.252.253:9000
中国天气频备,http://www.erbao1981.top:8188/udp/239.76.253.61:9000
中国书画频道,http://www.erbao1981.top:8188/udp/239.76.253.77:9000
中国交通频备,http://www.erbao1981.top:8188/udp/239.76.254.100:9000
Ymg未来频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
CETV1台频道,http://117.161.12.124/live/program/live/zgjy1t8m/8000000/mnf.m3u8
CETV4台频道,http://117.161.12.124/live/program/live/zgjy4hd8m/8000000/mnf.m3u8
五星体育频道,http://117.161.12.124/live/program/live/wxtyhd8m/8000000/mnf.m3u8
劲爆体育频道,http://www.72444165.xyz:5005/itv/bestzb/5000000002000029972
新视觉hd频道,http://120.76.248.139/live/bfgd/4200000249.m3u8
魅力足球频道,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031207
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
动作电影频道,http://cg0.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316076&srchost=172.16.22.158:8060&gid=ZF3q5L%2FmYWch1qWqTIPAjw%3D%3D
家庭影院频道,http://cg11.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D
影迷电影频道,http://cg14.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D

💝卫视频道👉全网,#genre#

东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
北京卫视频道,http://ha.xushining.com:50000/udp/225.1.1.113:5002
东方卫视频道,http://ha.xushining.com:50000/udp/225.1.2.31:5002
浙江卫视频道,http://ha.xushining.com:50000/udp/225.1.1.112:5002
江苏卫视频道,http://ha.xushining.com:50000/udp/225.1.1.126:5002
湖南卫视频道,http://ha.xushining.com:50000/udp/225.1.1.114:5002
广东卫视频道,http://ha.xushining.com:50000/udp/225.1.1.116:5002
深圳卫视频道,http://ha.xushining.com:50000/udp/225.1.1.117:5002
天津卫视频道,http://ha.xushining.com:50000/udp/225.1.1.111:5002
安徽卫视频道,http://ha.xushining.com:50000/udp/225.1.1.127:5002
山东卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.195:9000
东南卫视频道,http://www.erbao1981.top:8188/udp/239.76.252.190:9000
陕西卫视频道,http://www.erbao1981.top:8188/udp/239.76.254.76:9000
辽宁卫视频道,http://ha.xushining.com:50000/udp/225.1.1.154:5002
河北卫视频道,http://ha.xushining.com:50000/udp/225.1.2.27:5002
河南卫视频道,http://ha.xushining.com:50000/udp/225.1.2.61:5002
海南卫视频道,http://ha.xushining.com:50000/udp/225.1.2.82:5002
江西卫视频道,http://ha.xushining.com:50000/udp/225.1.2.29:5002
湖北卫视频道,http://ha.xushining.com:50000/udp/225.1.1.147:5002
广西卫视频道,http://ha.xushining.com:50000/udp/225.1.2.81:5002
四川卫视频道,http://ha.xushining.com:50000/udp/225.1.1.123:5002
云南卫视频道,http://www.erbao1981.top:8188/udp/239.76.254.60:9000
贵州卫视频道,http://ha.xushining.com:50000/udp/225.1.2.28:5002
重庆卫视频道,http://ha.xushining.com:50000/udp/225.1.1.155:5002
青海卫视频道,http://www.erbao1981.top:8188/udp/239.76.254.132:9000
甘肃卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.94:9000
吉林卫视频道,http://ha.xushining.com:50000/udp/225.1.2.26:5002
兵团卫视频道,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
黑龙江视频道,http://ha.xushining.com:50000/udp/225.1.1.115:5002
北京卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.184:9000
东方卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.186:9000
浙江卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.182:9000
江苏卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.181:9000
湖南卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.101:9000
广东卫视频道,http://www.erbao1981.top:8188/udp/239.76.252.189:9000
深圳卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.188:9000
天津卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.185:9000
安徽卫视频道,http://www.erbao1981.top:8188/udp/239.76.252.196:9000
山东卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.195:9000
东南卫视频道,http://www.erbao1981.top:8188/udp/239.76.252.190:9000
陕西卫视频道,http://www.erbao1981.top:8188/udp/239.76.254.76:9000
辽宁卫视频道,http://www.erbao1981.top:8188/udp/239.76.252.197:9000
河北卫视频道,http://www.erbao1981.top:8188/udp/239.76.252.199:9000
河南卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.202:9000
海南卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.203:9000
江西卫视频道,http://www.erbao1981.top:8188/udp/239.76.245.225:1234
湖北卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.193:9000
广西卫视频道,http://www.erbao1981.top:8188/udp/239.76.254.54:9000
四川卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.91:9000
云南卫视频道,http://www.erbao1981.top:8188/udp/239.76.254.60:9000
贵州卫视频道,http://www.erbao1981.top:8188/udp/239.76.252.198:9000
重庆卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.92:9000
青海卫视频道,http://www.erbao1981.top:8188/udp/239.76.254.132:9000
甘肃卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.94:9000
吉林卫视频道,http://www.erbao1981.top:8188/udp/239.76.253.201:9000
兵团卫视频道,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
黑龙江视频道,http://www.erbao1981.top:8188/udp/239.76.253.200:9000
🇨🇳｜内蒙古联通,#genre#
人民铁道,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8

郑铁频道,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8

CCTV-1,http://116.117.105.198:8096/tsfile/live/0001_1.m3u8

CCTV-2,http://116.117.105.198:8096/tsfile/live/0002_1.m3u8

CCTV-3,http://116.117.105.198:8096/tsfile/live/0003_1.m3u8

CCTV-4,http://116.117.105.198:8096/tsfile/live/0004_1.m3u8

CCTV-5,http://116.117.105.198:8096/tsfile/live/0005_1.m3u8

CCTV6-电影,http://116.117.105.198:8096/tsfile/live/0006_1.m3u8

CCTV-7,http://116.117.105.198:8096/tsfile/live/0007_1.m3u8

CCTV-8,http://116.117.105.198:8096/tsfile/live/0008_1.m3u8

CCTV9-纪录,http://116.117.105.198:8096/tsfile/live/0009_1.m3u8

CCTV-10,http://116.117.105.198:8096/tsfile/live/0010_1.m3u8

CCTV-11,http://116.117.105.198:8096/tsfile/live/0011_1.m3u8

CCTV-12,http://116.117.105.198:8096/tsfile/live/0012_1.m3u8

CCTV-13,http://116.117.105.198:8096/tsfile/live/0013_1.m3u8

CCTV-14,http://116.117.105.198:8096/tsfile/live/0014_1.m3u8

CCTV-15,http://116.117.105.198:8096/tsfile/live/0014_2.m3u8

内蒙新闻,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800

内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800


内蒙文体,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800

内蒙古卫视,http://110.178.52.91:8085/udp/239.1.1.60:8060

浙江卫视,http://116.117.105.198:8096/tsfile/live/0124_1.m3u8

江苏卫视,http://116.117.105.198:8096/tsfile/live/0127_1.m3u8

湖北卫视,http://116.117.105.198:8096/tsfile/live/0132_1.m3u8

广东卫视,http://116.117.105.198:8096/tsfile/live/0125_1.m3u8

贵州卫视,http://116.117.105.198:8096/tsfile/live/0120_1.m3u8

上海卫视,http://116.117.105.198:8096/tsfile/live/0107_1.m3u8

辽宁卫视,http://116.117.105.198:8096/tsfile/live/0121_1.m3u8

山东卫视,http://116.117.105.198:8096/tsfile/live/0131_1.m3u8

广西卫视,http://116.117.105.198:8096/tsfile/live/0113_1.m3u8

兵团卫视,http://116.117.105.198:8096/tsfile/live/0115_1.m3u8

安徽卫视,http://116.117.105.198:8096/tsfile/live/0130_1.m3u8

北京卫视,http://116.117.105.198:8096/tsfile/live/0122_1.m3u8

天津卫视,http://116.117.105.198:8096/tsfile/live/0135_1.m3u8

湖南卫视,http://116.117.105.198:8096/tsfile/live/0128_1.m3u8

四川卫视,http://116.117.105.198:8096/tsfile/live/0123_1.m3u8

深圳卫视,http://116.117.105.198:8096/tsfile/live/0126_1.m3u8

宁夏卫视,http://116.117.105.198:8096/tsfile/live/0112_1.m3u8

河南卫视,http://116.117.105.198:8096/tsfile/live/0139_1.m3u8

江西卫视,http://116.117.105.198:8096/tsfile/live/0138_1.m3u8

IPTV 6+,http://116.117.105.198:8096/tsfile/live/1010_1.m3u8

金鹰卡通,http://110.178.52.91:8085/udp/239.1.1.61:8061

卡酷少儿,http://110.178.52.91:8085/udp/239.1.1.62:8062


北京联通,#genre#
CCTV-1HD,http://vault.iamued.com:4022/rtp/239.3.1.129:8008
CCTV-2HD,http://vault.iamued.com:4022/rtp/239.3.1.60:8084
CCTV-3HD,http://vault.iamued.com:4022/rtp/239.3.1.172:8001
CCTV-4HD,http://vault.iamued.com:4022/rtp/239.3.1.105:8092
CCTV-5HD,http://vault.iamued.com:4022/rtp/239.3.1.173:8001
CCTV-5+HD,http://vault.iamued.com:4022/rtp/239.3.1.130:8004
CCTV-6HD,http://vault.iamued.com:4022/rtp/239.3.1.174:8001
CCTV-7HD,http://vault.iamued.com:4022/rtp/239.3.1.61:8104
CCTV-8HD,http://vault.iamued.com:4022/rtp/239.3.1.175:8001
CCTV-9HD,http://vault.iamued.com:4022/rtp/239.3.1.62:8112
CCTV-10HD,http://vault.iamued.com:4022/rtp/239.3.1.63:8116
CCTV-11HD,http://vault.iamued.com:4022/rtp/239.3.1.152:8120
CCTV-12HD,http://vault.iamued.com:4022/rtp/239.3.1.64:8124
CCTV-13HD,http://vault.iamued.com:4022/rtp/239.3.1.124:8128
CCTV-14HD,http://vault.iamued.com:4022/rtp/239.3.1.65:8132
CCTV-15HD,http://vault.iamued.com:4022/rtp/239.3.1.153:8136
CCTV-16奥林匹克[HDR],http://vault.iamued.com:4022/rtp/239.3.1.183:8001
CCTV-16奥林匹克HD,http://vault.iamued.com:4022/rtp/239.3.1.184:8001
CCTV-17HD,http://vault.iamued.com:4022/rtp/239.3.1.151:8144
BRTV北京卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.241:8000
BRTV新闻HD,http://vault.iamued.com:4022/rtp/239.3.1.159:8000
BRTV影视HD,http://vault.iamued.com:4022/rtp/239.3.1.158:8000
BRTV文艺HD,http://vault.iamued.com:4022/rtp/239.3.1.242:8000
BRTV财经HD,http://vault.iamued.com:4022/rtp/239.3.1.116:8000
BRTV生活HD,http://vault.iamued.com:4022/rtp/239.3.1.117:8000
BRTV青年HD,http://vault.iamued.com:4022/rtp/239.3.1.118:8000
BRTV纪实科教HD,http://vault.iamued.com:4022/rtp/239.3.1.115:8000
BRTV卡酷少儿HD,http://vault.iamued.com:4022/rtp/239.3.1.189:8000
BRTV冬奥纪实HD,http://vault.iamued.com:4022/rtp/239.3.1.243:8000
BRTV冬奥纪实[HDR],http://vault.iamued.com:4022/rtp/239.3.1.120:8000
BRTV冬奥纪实[超清],http://vault.iamued.com:4022/rtp/239.3.1.121:8000
BRTV体育休闲[超清],http://vault.iamued.com:4022/rtp/239.3.1.243:8000
BTV国际频道,http://vault.iamued.com:4022/rtp/239.3.1.235:8000
爱上4K[超清],http://vault.iamued.com:4022/rtp/239.3.1.236:2000
